ProbeName	6308A	6308B	6308C
c2484629-2483562	3.60E+03	3.77E+03	3.30E+03
c2484629-2483562	3.14E+03	3.81E+03	3.44E+03
c2484629-2483562	3.74E+03	4.14E+03	3.72E+03
c2485870-2484875	8.38E+03	8.70E+03	6.19E+03
c2485870-2484875	9.34E+03	9.49E+03	6.44E+03
c2485870-2484875	8.62E+03	8.54E+03	5.98E+03
c2485870-2484875	8.37E+03	8.45E+03	5.99E+03
c2487387-2486128	5.20E+03	4.75E+03	2.79E+03
c2487387-2486128	5.85E+03	4.85E+03	2.68E+03
c2487387-2486128	5.44E+03	4.68E+03	2.65E+03
c2487387-2486128	5.70E+03	4.23E+03	2.74E+03
c2488255-2487626	1.09E+03	2.23E+03	4.77E+02
c2488255-2487626	1.08E+03	2.34E+03	5.09E+02
c2488255-2487626	1.39E+03	2.93E+03	5.97E+02
c2488255-2487626	1.38E+03	2.87E+03	6.14E+02
c2490121-2488952	1.62E+03	1.51E+03	9.85E+02
c2490121-2488952	1.48E+03	1.32E+03	9.60E+02
c2490121-2488952	1.47E+03	1.26E+03	9.18E+02
c2490121-2488952	1.62E+03	1.17E+03	8.63E+02
c2497866-2496541	1.15E+04	9.54E+03	1.12E+04
c2497866-2496541	1.36E+04	1.25E+04	1.13E+04
c2497866-2496541	1.24E+04	1.06E+04	1.03E+04
c2497866-2496541	1.26E+04	1.14E+04	9.55E+03
c2498937-2498152	4.37E+02	4.05E+02	2.21E+02
c2498937-2498152	3.72E+02	4.82E+02	2.21E+02
c2498937-2498152	3.81E+02	4.36E+02	2.26E+02
c2498937-2498152	5.03E+02	4.84E+02	2.59E+02
c2500011-2499052	2.95E+02	5.86E+02	1.90E+02
c2500011-2499052	2.21E+02	5.38E+02	1.09E+02
c2500011-2499052	2.15E+02	5.08E+02	1.21E+02
c2500011-2499052	2.03E+02	5.63E+02	1.38E+02
c2500486-2500169	1.43E+03	1.44E+03	1.31E+03
c2500486-2500169	1.18E+03	1.10E+03	9.89E+02
c2500486-2500169	1.01E+03	1.03E+03	9.80E+02
c2500486-2500169	1.07E+03	9.97E+02	9.29E+02
c2501096-2500593	1.77E+03	2.12E+03	1.29E+03
c2501096-2500593	1.72E+03	1.88E+03	1.22E+03
c2501096-2500593	1.86E+03	2.26E+03	1.33E+03
c2501096-2500593	1.83E+03	1.99E+03	1.20E+03
c2502347-2501148	4.53E+03	5.37E+03	3.11E+03
c2502347-2501148	3.88E+03	4.83E+03	3.16E+03
c2502347-2501148	4.48E+03	4.60E+03	3.25E+03
c2502347-2501148	4.52E+03	4.79E+03	2.92E+03
c2505345-2504215	2.71E+03	3.25E+03	1.88E+03
c2505345-2504215	3.09E+03	3.55E+03	2.00E+03
c2505345-2504215	2.49E+03	2.91E+03	2.02E+03
c2505345-2504215	2.96E+03	2.95E+03	1.98E+03
c2506457-2505498	9.33E+03	9.08E+03	7.65E+03
c2506457-2505498	9.03E+03	8.75E+03	8.23E+03
c2506457-2505498	9.27E+03	1.05E+04	8.84E+03
c2506457-2505498	9.11E+03	8.78E+03	8.03E+03
c2507498-2506575	5.22E+02	8.66E+02	2.43E+02
c2507498-2506575	5.03E+02	8.72E+02	2.84E+02
c2507498-2506575	4.14E+02	7.84E+02	2.45E+02
c2507498-2506575	5.39E+02	8.85E+02	2.25E+02
c2509443-2507851	2.17E+03	3.05E+03	3.89E+03
c2509443-2507851	1.85E+03	2.62E+03	3.63E+03
c2509443-2507851	2.37E+03	3.18E+03	4.09E+03
c2509443-2507851	2.21E+03	2.70E+03	3.66E+03
c2510228-2509503	2.85E+03	3.59E+03	3.47E+03
c2510228-2509503	3.74E+03	4.47E+03	4.23E+03
c2510228-2509503	3.57E+03	4.17E+03	3.97E+03
c2510228-2509503	3.93E+03	4.19E+03	4.11E+03
c2512532-2511471	4.78E+03	4.42E+03	3.42E+03
c2512532-2511471	6.09E+03	5.30E+03	3.39E+03
c2512532-2511471	6.07E+03	5.20E+03	3.63E+03
c2512532-2511471	5.84E+03	5.48E+03	3.82E+03
c2513872-2513123	6.49E+03	8.70E+03	5.90E+03
c2513872-2513123	7.22E+03	7.48E+03	6.21E+03
c2513872-2513123	6.75E+03	7.95E+03	6.23E+03
c2513872-2513123	7.24E+03	8.22E+03	5.68E+03
c2515171-2513981	4.53E+03	4.01E+03	3.21E+03
c2515171-2513981	4.84E+03	4.85E+03	3.25E+03
c2515171-2513981	4.60E+03	4.06E+03	3.06E+03
c2515171-2513981	4.64E+03	4.04E+03	2.72E+03
c2516086-2515289	1.23E+04	1.56E+04	9.78E+03
c2516086-2515289	1.38E+04	1.45E+04	1.13E+04
c2516086-2515289	1.34E+04	1.29E+04	9.53E+03
c2516086-2515289	1.38E+04	1.32E+04	1.01E+04
c2516808-2516146	1.22E+04	1.50E+04	9.27E+03
c2516808-2516146	1.17E+04	1.08E+04	7.82E+03
c2516808-2516146	1.30E+04	1.14E+04	8.26E+03
c2516808-2516146	1.43E+04	1.29E+04	8.30E+03
c2517712-2517044	1.95E+04	1.52E+04	1.50E+04
c2517712-2517044	1.73E+04	1.38E+04	1.48E+04
c2517712-2517044	2.02E+04	1.62E+04	1.53E+04
c2517712-2517044	1.86E+04	1.42E+04	1.42E+04
c2518508-2517705	1.60E+04	1.94E+04	1.37E+04
c2518508-2517705	1.79E+04	1.84E+04	1.41E+04
c2518508-2517705	1.51E+04	1.63E+04	1.37E+04
c2518508-2517705	1.84E+04	1.76E+04	1.50E+04
c2519338-2518916	4.77E+03	4.43E+03	3.22E+03
c2519338-2518916	4.14E+03	3.93E+03	2.89E+03
c2519338-2518916	4.79E+03	3.90E+03	2.84E+03
c2519338-2518916	4.31E+03	3.85E+03	2.98E+03
c2521529-2519352	6.50E+03	4.32E+03	4.58E+03
c2521529-2519352	2.67E+03	5.48E+03	4.39E+03
c2521529-2519352	6.64E+03	5.53E+03	4.66E+03
c2521529-2519352	5.97E+03	5.16E+03	4.25E+03
c2526038-2525274	7.90E+03	6.41E+03	9.09E+03
c2526038-2525274	8.88E+03	1.03E+04	9.69E+03
c2526038-2525274	9.36E+03	8.24E+03	8.15E+03
c2526038-2525274	1.11E+04	9.92E+03	9.67E+03
c2526481-2526194	2.46E+03	2.64E+03	1.49E+03
c2526481-2526194	3.06E+03	2.95E+03	1.91E+03
c2526481-2526194	2.92E+03	2.67E+03	1.41E+03
c2526481-2526194	3.36E+03	3.22E+03	1.66E+03
c2527994-2526501	4.32E+02	7.81E+02	2.17E+02
c2527994-2526501	4.40E+02	7.41E+02	2.22E+02
c2527994-2526501	4.08E+02	7.90E+02	2.01E+02
c2527994-2526501	4.22E+02	7.31E+02	2.12E+02
c2528864-2528322	1.93E+02	5.37E+02	1.69E+02
c2528864-2528322	1.77E+02	4.81E+02	1.59E+02
c2528864-2528322	2.43E+02	5.32E+02	2.02E+02
c2528864-2528322	1.66E+02	4.80E+02	1.71E+02
c2530110-2529154	5.13E+02	8.12E+02	3.31E+02
c2530110-2529154	5.17E+02	1.08E+03	4.09E+02
c2530110-2529154	4.75E+02	1.26E+03	3.91E+02
c2530110-2529154	5.30E+02	1.17E+03	3.57E+02
c2530620-2530129	6.26E+02	9.10E+02	3.34E+02
c2530620-2530129	7.13E+02	1.21E+03	2.56E+02
c2530620-2530129	5.06E+02	9.47E+02	3.41E+02
c2530620-2530129	4.94E+02	8.07E+02	3.08E+02
c2531956-2531063	2.24E+03	2.52E+03	2.05E+03
c2531956-2531063	2.45E+03	2.20E+03	1.95E+03
c2531956-2531063	2.29E+03	2.31E+03	1.84E+03
c2531956-2531063	2.88E+03	2.55E+03	2.09E+03
c2534467-2532182	1.25E+03	1.14E+03	7.87E+02
c2534467-2532182	1.41E+03	1.37E+03	1.05E+03
c2534467-2532182	1.31E+03	1.10E+03	9.96E+02
c2534467-2532182	1.40E+03	1.15E+03	1.05E+03
c2535144-2534464	2.77E+03	3.24E+03	2.01E+03
c2535144-2534464	2.54E+03	3.28E+03	2.00E+03
c2535144-2534464	3.21E+03	3.35E+03	2.25E+03
c2535144-2534464	2.80E+03	3.31E+03	2.00E+03
c2537251-2535368	1.47E+03	2.71E+03	8.26E+02
c2537251-2535368	1.37E+03	2.70E+03	8.43E+02
c2537251-2535368	1.67E+03	2.82E+03	9.62E+02
c2537251-2535368	1.51E+03	3.02E+03	7.31E+02
c2538330-2537509	4.24E+02	7.21E+02	5.13E+02
c2538330-2537509	5.81E+02	7.98E+02	7.24E+02
c2538330-2537509	4.97E+02	7.44E+02	6.11E+02
c2538330-2537509	4.51E+02	7.29E+02	5.03E+02
c2538874-2538521	1.69E+03	1.61E+03	1.04E+03
c2538874-2538521	1.64E+03	1.52E+03	9.36E+02
c2538874-2538521	1.79E+03	1.40E+03	9.87E+02
c2538874-2538521	1.28E+03	1.14E+03	9.16E+02
c2540358-2538916	3.95E+03	2.96E+03	2.99E+03
c2540358-2538916	4.03E+03	2.87E+03	3.11E+03
c2540358-2538916	5.10E+03	3.76E+03	3.59E+03
c2540358-2538916	3.26E+03	2.68E+03	2.20E+03
c2545218-2543119	3.03E+02	5.84E+02	2.83E+02
c2545218-2543119	3.49E+02	5.80E+02	2.82E+02
c2545218-2543119	2.99E+02	5.44E+02	2.51E+02
c2545218-2543119	3.27E+02	4.92E+02	2.60E+02
c2545881-2545342	8.26E+01	1.47E+02	3.27E+01
c2545881-2545342	7.67E+01	1.61E+02	4.71E+01
c2545881-2545342	7.56E+01	1.39E+02	3.76E+01
c2545881-2545342	7.03E+01	1.52E+02	4.53E+01
c2546624-2545884	1.48E+03	1.42E+03	1.13E+03
c2546624-2545884	1.45E+03	1.67E+03	1.25E+03
c2546624-2545884	1.32E+03	1.91E+03	9.69E+02
c2546624-2545884	1.10E+03	1.43E+03	9.57E+02
c2547675-2546626	3.62E+02	1.93E+03	1.45E+02
c2547675-2546626	3.51E+02	1.76E+03	1.54E+02
c2547675-2546626	4.27E+02	1.99E+03	2.11E+02
c2547675-2546626	4.20E+02	1.90E+03	1.46E+02
c2547928-2547692	3.77E+02	4.60E+02	2.18E+02
c2547928-2547692	3.17E+02	3.82E+02	1.51E+02
c2547928-2547692	3.31E+02	4.95E+02	1.04E+02
c2547928-2547692	2.67E+02	4.62E+02	1.22E+02
c2549046-2547943	4.06E+01	2.00E+02	2.55E+01
c2549046-2547943	3.49E+01	2.37E+02	3.42E+01
c2549046-2547943	4.33E+01	2.47E+02	2.46E+01
c2549046-2547943	3.95E+01	2.08E+02	2.96E+01
c2550579-2549149	7.85E+01	3.97E+02	3.08E+01
c2550579-2549149	4.91E+01	4.17E+02	2.70E+01
c2550579-2549149	6.17E+01	3.77E+02	2.58E+01
c2550579-2549149	7.64E+01	3.88E+02	3.42E+01
c2554179-2553397	5.06E+03	5.09E+03	3.53E+03
c2554179-2553397	4.69E+03	5.53E+03	3.94E+03
c2554179-2553397	5.06E+03	6.57E+03	3.63E+03
c2554179-2553397	3.99E+03	5.60E+03	3.43E+03
c2555462-2554296	2.92E+03	2.71E+03	3.20E+03
c2555462-2554296	3.40E+03	3.25E+03	3.02E+03
c2555462-2554296	3.32E+03	3.04E+03	2.70E+03
c2555462-2554296	3.14E+03	2.61E+03	2.60E+03
c2556965-2555601	7.05E+02	9.77E+02	5.15E+02
c2556965-2555601	9.19E+02	1.07E+03	7.16E+02
c2556965-2555601	7.54E+02	9.90E+02	6.72E+02
c2556965-2555601	1.01E+03	1.21E+03	6.97E+02
c2557801-2557277	2.56E+03	2.50E+03	2.33E+03
c2557801-2557277	2.74E+03	2.73E+03	2.36E+03
c2557801-2557277	2.40E+03	2.54E+03	2.19E+03
c2557801-2557277	2.64E+03	2.72E+03	2.38E+03
c2558348-2557851	1.47E+03	1.52E+03	1.10E+03
c2558348-2557851	1.43E+03	1.56E+03	1.17E+03
c2558348-2557851	1.34E+03	1.53E+03	1.08E+03
c2558348-2557851	1.47E+03	1.52E+03	1.19E+03
c2559858-2558581	1.43E+03	1.70E+03	7.03E+02
c2559858-2558581	1.61E+03	1.75E+03	8.05E+02
c2559858-2558581	1.47E+03	1.85E+03	7.77E+02
c2559858-2558581	1.42E+03	1.73E+03	6.88E+02
c2562409-2560577	3.59E+03	2.72E+03	2.75E+03
c2562409-2560577	3.37E+03	2.99E+03	3.10E+03
c2562409-2560577	3.92E+03	2.51E+03	2.89E+03
c2562409-2560577	3.65E+03	2.63E+03	2.99E+03
c2564648-2562402	3.67E+03	2.81E+03	1.69E+03
c2564648-2562402	3.46E+03	2.84E+03	2.19E+03
c2564648-2562402	3.88E+03	3.13E+03	2.40E+03
c2564648-2562402	3.63E+03	3.08E+03	1.98E+03
c2565177-2564716	6.96E+03	7.54E+03	4.20E+03
c2565177-2564716	7.07E+03	6.60E+03	3.81E+03
c2565177-2564716	6.97E+03	7.08E+03	3.91E+03
c2565177-2564716	6.98E+03	6.70E+03	3.71E+03
c2566114-2565482	5.41E+03	5.63E+03	4.11E+03
c2566114-2565482	5.67E+03	4.98E+03	4.38E+03
c2566114-2565482	6.57E+03	5.93E+03	4.45E+03
c2566114-2565482	6.00E+03	5.61E+03	4.34E+03
c2569346-2568567	2.30E+03	1.91E+03	1.42E+03
c2569346-2568567	2.15E+03	1.98E+03	1.47E+03
c2569346-2568567	2.16E+03	2.10E+03	1.50E+03
c2569346-2568567	2.18E+03	2.08E+03	1.44E+03
c2570845-2570006	1.85E+02	8.53E+02	5.49E+01
c2570845-2570006	1.69E+02	6.55E+02	6.34E+01
c2570845-2570006	1.94E+02	8.25E+02	4.89E+01
c2570845-2570006	1.56E+02	8.17E+02	6.38E+01
c2578313-2577456	1.06E+04	1.04E+04	7.96E+03
c2578313-2577456	1.00E+04	8.25E+03	7.65E+03
c2578313-2577456	1.12E+04	9.51E+03	8.36E+03
c2578313-2577456	1.17E+04	9.27E+03	7.25E+03
c2579222-2578422	4.67E+03	5.18E+03	3.49E+03
c2579222-2578422	5.55E+03	6.03E+03	3.46E+03
c2579222-2578422	5.35E+03	5.37E+03	3.34E+03
c2579222-2578422	5.67E+03	5.51E+03	3.28E+03
c2581515-2579494	5.72E+02	6.81E+02	2.21E+02
c2581515-2579494	5.21E+02	7.36E+02	2.32E+02
c2581515-2579494	6.07E+02	7.00E+02	2.29E+02
c2581515-2579494	5.36E+02	6.86E+02	2.22E+02
c2582559-2581783	1.29E+02	4.66E+02	1.09E+02
c2582559-2581783	1.17E+02	4.63E+02	1.09E+02
c2582559-2581783	1.11E+02	4.91E+02	9.48E+01
c2582559-2581783	1.25E+02	5.54E+02	1.17E+02
c2583596-2582616	9.82E+02	1.38E+03	6.51E+02
c2583596-2582616	1.01E+03	1.82E+03	6.65E+02
c2583596-2582616	1.15E+03	2.10E+03	6.70E+02
c2583596-2582616	1.10E+03	1.86E+03	7.73E+02
c2584391-2583600	3.05E+03	5.12E+03	2.15E+03
c2584391-2583600	2.27E+03	4.37E+03	1.69E+03
c2584391-2583600	2.17E+03	4.07E+03	1.96E+03
c2584391-2583600	3.20E+03	5.44E+03	2.32E+03
c2585408-2584392	1.83E+03	2.26E+03	1.25E+03
c2585408-2584392	1.73E+03	1.71E+03	1.24E+03
c2585408-2584392	1.83E+03	1.83E+03	1.16E+03
c2585408-2584392	1.95E+03	2.35E+03	1.39E+03
c2586479-2585790	2.46E+03	2.59E+03	2.53E+03
c2586479-2585790	2.27E+03	2.49E+03	1.75E+03
c2586479-2585790	2.18E+03	2.52E+03	1.80E+03
c2586479-2585790	2.22E+03	2.56E+03	1.64E+03
c2587390-2586542	1.41E+03	1.47E+03	7.67E+02
c2587390-2586542	1.24E+03	1.38E+03	7.28E+02
c2587390-2586542	1.21E+03	1.37E+03	7.50E+02
c2587390-2586542	1.25E+03	1.33E+03	7.77E+02
c2588296-2587409	3.56E+03	4.05E+03	1.80E+03
c2588296-2587409	4.01E+03	3.32E+03	2.41E+03
c2588296-2587409	3.41E+03	3.52E+03	2.41E+03
c2588296-2587409	4.09E+03	3.78E+03	2.54E+03
c2589157-2588354	5.16E+02	1.04E+03	2.48E+02
c2589157-2588354	3.73E+02	8.95E+02	2.17E+02
c2589157-2588354	3.62E+02	9.61E+02	2.15E+02
c2589157-2588354	5.24E+02	1.04E+03	2.36E+02
c2589769-2589317	3.32E+02	5.28E+02	1.99E+02
c2589769-2589317	3.69E+02	6.06E+02	1.93E+02
c2589769-2589317	3.32E+02	5.79E+02	2.12E+02
c2589769-2589317	2.89E+02	7.28E+02	1.89E+02
c2591401-2589899	5.46E+02	7.44E+02	4.67E+02
c2591401-2589899	5.39E+02	7.29E+02	4.54E+02
c2591401-2589899	5.36E+02	7.26E+02	4.08E+02
c2591401-2589899	5.56E+02	6.86E+02	4.37E+02
c2592315-2591434	9.38E+02	1.54E+03	4.55E+02
c2592315-2591434	8.27E+02	1.73E+03	4.68E+02
c2592315-2591434	1.00E+03	1.74E+03	5.61E+02
c2592315-2591434	1.17E+03	2.21E+03	5.04E+02
c2593056-2592385	4.04E+03	5.57E+03	2.57E+03
c2593056-2592385	3.91E+03	5.62E+03	2.47E+03
c2593056-2592385	4.03E+03	5.31E+03	2.42E+03
c2593056-2592385	4.29E+03	5.75E+03	2.89E+03
c2593835-2593329	8.58E+03	8.44E+03	6.48E+03
c2593835-2593329	8.18E+03	8.64E+03	5.81E+03
c2593835-2593329	8.16E+03	7.98E+03	5.34E+03
c2593835-2593329	8.11E+03	8.13E+03	5.92E+03
c2595206-2593842	1.08E+03	1.06E+03	5.99E+02
c2595206-2593842	1.21E+03	1.35E+03	7.22E+02
c2595206-2593842	1.31E+03	1.40E+03	6.73E+02
c2595206-2593842	1.14E+03	1.11E+03	7.36E+02
c2598370-2596973	1.73E+04	1.90E+04	1.36E+04
c2598370-2596973	2.02E+04	1.81E+04	1.44E+04
c2598370-2596973	1.63E+04	1.51E+04	1.20E+04
c2598370-2596973	1.68E+04	1.44E+04	1.09E+04
c2599052-2598849	1.72E+02	4.69E+02	1.23E+02
c2599052-2598849	1.81E+02	4.91E+02	9.94E+01
c2599052-2598849	1.33E+02	5.03E+02	1.49E+02
c2599052-2598849	1.50E+02	5.60E+02	1.57E+02
c2600989-2599316	4.74E+02	1.85E+03	2.24E+02
c2600989-2599316	5.41E+02	1.75E+03	2.22E+02
c2600989-2599316	4.21E+02	1.65E+03	2.33E+02
c2600989-2599316	5.03E+02	1.95E+03	2.63E+02
c2604397-2600999	1.79E+02	1.33E+02	1.41E+02
c2604397-2600999	1.77E+02	1.19E+02	1.48E+02
c2604397-2600999	2.45E+02	1.63E+02	1.24E+02
c2604397-2600999	2.16E+02	1.51E+02	1.38E+02
c260500-260192	1.79E+02	5.18E+02	7.83E+01
c260500-260192	2.54E+02	5.91E+02	9.61E+01
c260500-260192	2.05E+02	5.05E+02	8.69E+01
c260500-260192	2.32E+02	5.43E+02	1.67E+02
c2605761-2604565	1.51E+03	1.50E+03	1.20E+03
c2605761-2604565	1.66E+03	1.31E+03	1.55E+03
c2605761-2604565	1.74E+03	1.54E+03	1.66E+03
c2605761-2604565	1.71E+03	1.42E+03	1.43E+03
c2606603-2605782	2.62E+03	2.17E+03	1.67E+03
c2606603-2605782	2.81E+03	2.69E+03	1.86E+03
c2606603-2605782	2.94E+03	2.64E+03	2.00E+03
c2606603-2605782	3.01E+03	2.66E+03	1.76E+03
c2610029-2608761	3.82E+02	4.24E+02	2.66E+02
c2610029-2608761	3.70E+02	4.06E+02	2.44E+02
c2610029-2608761	3.76E+02	4.13E+02	2.51E+02
c2610029-2608761	3.29E+02	4.99E+02	2.44E+02
c2611813-2610431	2.04E+02	3.29E+02	1.81E+02
c2611813-2610431	1.59E+02	2.68E+02	1.69E+02
c2611813-2610431	2.02E+02	4.32E+02	1.62E+02
c2611813-2610431	1.70E+02	2.87E+02	1.53E+02
c2614348-2612813	4.38E+03	6.11E+03	2.82E+03
c2614348-2612813	4.56E+03	5.69E+03	3.37E+03
c2614348-2612813	4.47E+03	5.70E+03	3.30E+03
c2614348-2612813	7.53E+03	5.57E+03	3.32E+03
c2616755-2615721	8.82E+03	8.68E+03	8.52E+03
c2616755-2615721	8.33E+03	8.91E+03	8.92E+03
c2616755-2615721	9.18E+03	8.54E+03	8.61E+03
c2616755-2615721	9.49E+03	9.56E+03	8.88E+03
c2617120-2616773	9.58E+03	7.77E+03	7.37E+03
c2617120-2616773	8.96E+03	8.11E+03	7.39E+03
c2617120-2616773	1.10E+04	8.91E+03	8.42E+03
c2617120-2616773	1.01E+04	8.10E+03	7.90E+03
c262020-261187	1.13E+03	7.16E+02	5.54E+02
c262020-261187	1.12E+03	8.83E+02	6.84E+02
c262020-261187	1.14E+03	8.51E+02	6.78E+02
c262020-261187	9.15E+02	7.48E+02	6.13E+02
c2620634-2618841	7.19E+03	5.32E+03	4.37E+03
c2620634-2618841	7.96E+03	7.38E+03	5.43E+03
c2620634-2618841	8.12E+03	6.60E+03	5.40E+03
c2620634-2618841	7.18E+03	6.39E+03	4.35E+03
c2622278-2620887	8.86E+02	1.14E+03	7.87E+02
c2622278-2620887	9.16E+02	9.48E+02	8.43E+02
c2622278-2620887	9.28E+02	1.01E+03	7.75E+02
c2622278-2620887	1.25E+03	1.24E+03	9.60E+02
c2623874-2622732	8.92E+03	7.39E+03	4.67E+03
c2623874-2622732	9.19E+03	6.47E+03	4.49E+03
c2623874-2622732	5.36E+03	4.62E+03	4.31E+03
c2623874-2622732	8.79E+03	6.28E+03	4.51E+03
c2625028-2623985	7.52E+02	8.74E+02	4.53E+02
c2625028-2623985	8.67E+02	8.96E+02	5.18E+02
c2625028-2623985	9.33E+02	9.04E+02	5.37E+02
c2625028-2623985	8.56E+02	8.92E+02	4.65E+02
c2626113-2625550	2.42E+03	2.23E+03	1.59E+03
c2626113-2625550	2.29E+03	2.27E+03	1.52E+03
c2626113-2625550	2.89E+03	2.27E+03	1.50E+03
c2626113-2625550	2.24E+03	2.05E+03	1.98E+03
c2627661-2626135	1.72E+03	2.20E+03	8.43E+02
c2627661-2626135	1.87E+03	2.48E+03	9.25E+02
c2627661-2626135	1.62E+03	2.54E+03	9.95E+02
c2627661-2626135	1.91E+03	2.56E+03	1.12E+03
c2631460-2629541	4.56E+02	5.85E+02	3.60E+02
c2631460-2629541	3.85E+02	7.74E+02	4.59E+02
c2631460-2629541	4.03E+02	7.87E+02	4.99E+02
c2631460-2629541	3.62E+02	7.93E+02	4.32E+02
c2632414-2631497	4.86E+02	8.82E+02	5.76E+02
c2632414-2631497	5.17E+02	7.78E+02	5.44E+02
c2632414-2631497	5.43E+02	8.64E+02	5.88E+02
c2632414-2631497	5.61E+02	8.39E+02	5.69E+02
c2634359-2632581	1.27E+03	1.99E+03	1.02E+03
c2634359-2632581	1.35E+03	2.14E+03	1.28E+03
c2634359-2632581	1.55E+03	2.48E+03	1.36E+03
c2634359-2632581	1.61E+03	2.57E+03	1.41E+03
c2635111-2634371	3.32E+03	5.02E+03	2.44E+03
c2635111-2634371	3.45E+03	4.50E+03	2.49E+03
c2635111-2634371	4.23E+03	5.13E+03	2.61E+03
c2635111-2634371	3.79E+03	4.98E+03	2.51E+03
c2637853-2636600	7.35E+03	7.85E+03	4.49E+03
c2637853-2636600	8.36E+03	9.74E+03	4.54E+03
c2637853-2636600	8.20E+03	9.91E+03	4.66E+03
c2637853-2636600	8.48E+03	9.74E+03	4.65E+03
c2640077-2637957	3.16E+03	4.47E+03	1.88E+03
c2640077-2637957	3.61E+03	4.31E+03	2.28E+03
c2640077-2637957	3.73E+03	4.36E+03	2.07E+03
c2640077-2637957	5.04E+03	4.48E+03	2.14E+03
c2642970-2642323	1.18E+02	5.86E+02	4.17E+01
c2642970-2642323	1.13E+02	5.87E+02	3.54E+01
c2642970-2642323	9.57E+01	5.41E+02	4.81E+01
c2642970-2642323	1.28E+02	6.04E+02	3.78E+01
c2643674-2642988	7.73E+02	1.56E+03	2.58E+02
c2643674-2642988	5.53E+02	1.42E+03	2.64E+02
c2643674-2642988	7.26E+02	1.42E+03	3.09E+02
c2643674-2642988	7.00E+02	1.67E+03	4.16E+02
c2644831-2643773	6.27E+01	4.74E+02	3.05E+01
c2644831-2643773	8.63E+01	4.80E+02	3.50E+01
c2644831-2643773	6.47E+01	4.51E+02	3.19E+01
c2644831-2643773	6.27E+01	4.60E+02	2.94E+01
c2646581-2645175	7.28E+02	1.61E+03	2.88E+02
c2646581-2645175	8.45E+02	2.09E+03	3.53E+02
c2646581-2645175	6.66E+02	1.80E+03	2.94E+02
c2646581-2645175	7.89E+02	1.89E+03	3.12E+02
c2647064-2646762	3.43E+02	1.16E+03	9.75E+01
c2647064-2646762	3.68E+02	1.14E+03	1.07E+02
c2647064-2646762	3.62E+02	1.47E+03	1.47E+02
c2647064-2646762	3.32E+02	1.23E+03	1.46E+02
c2647651-2647187	2.36E+02	7.58E+02	3.01E+01
c2647651-2647187	2.10E+02	8.60E+02	4.21E+01
c2647651-2647187	2.21E+02	7.81E+02	3.38E+01
c2647651-2647187	1.19E+02	6.91E+02	5.52E+01
c2650569-2647666	2.39E+02	6.82E+02	6.40E+01
c2650569-2647666	1.71E+02	6.28E+02	1.20E+02
c2650569-2647666	2.11E+02	7.63E+02	8.64E+01
c2650569-2647666	2.29E+02	7.98E+02	1.22E+02
c265633-262205	8.96E+02	1.46E+03	3.04E+02
c265633-262205	8.92E+02	1.85E+03	3.98E+02
c265633-262205	9.57E+02	1.76E+03	4.42E+02
c265633-262205	9.67E+02	1.97E+03	4.72E+02
c2656870-2654801	2.10E+03	3.57E+03	1.42E+03
c2656870-2654801	2.22E+03	4.15E+03	2.00E+03
c2656870-2654801	2.10E+03	3.47E+03	1.73E+03
c2656870-2654801	2.50E+03	3.81E+03	1.91E+03
c2657749-2657057	3.90E+03	4.04E+03	2.23E+03
c2657749-2657057	3.82E+03	4.18E+03	2.32E+03
c2657749-2657057	3.60E+03	3.79E+03	2.12E+03
c2657749-2657057	3.65E+03	3.70E+03	2.20E+03
c2658735-2658361	5.53E+02	1.21E+03	2.63E+02
c2658735-2658361	5.38E+02	1.15E+03	2.87E+02
c2658735-2658361	5.77E+02	1.22E+03	2.72E+02
c2658735-2658361	5.97E+02	1.15E+03	2.99E+02
c2661343-2661128	4.77E+02	6.54E+02	4.55E+02
c2661343-2661128	4.67E+02	6.31E+02	4.58E+02
c2661343-2661128	4.43E+02	6.83E+02	4.99E+02
c2661343-2661128	4.25E+02	6.82E+02	4.24E+02
c2662035-2661640	1.41E+03	2.06E+03	6.02E+02
c2662035-2661640	1.38E+03	2.22E+03	6.41E+02
c2662035-2661640	1.60E+03	2.53E+03	6.77E+02
c2662035-2661640	1.62E+03	2.25E+03	7.69E+02
c2662453-2662088	1.12E+03	1.74E+03	8.35E+02
c2662453-2662088	1.13E+03	1.57E+03	7.79E+02
c2662453-2662088	1.02E+03	1.47E+03	7.29E+02
c2662453-2662088	1.21E+03	1.65E+03	6.83E+02
c2662881-2662573	2.60E+03	3.22E+03	1.29E+03
c2662881-2662573	2.85E+03	3.53E+03	1.23E+03
c2662881-2662573	2.31E+03	3.03E+03	1.23E+03
c2662881-2662573	2.53E+03	3.21E+03	1.73E+03
c2665403-2665251	1.06E+03	1.09E+03	5.24E+02
c2665403-2665251	9.18E+02	1.03E+03	5.00E+02
c2665403-2665251	1.07E+03	1.08E+03	4.42E+02
c2665403-2665251	7.24E+02	8.41E+02	4.80E+02
c2666009-2665677	9.61E+02	8.97E+02	6.07E+02
c2666009-2665677	9.28E+02	8.92E+02	5.72E+02
c2666009-2665677	1.00E+03	8.87E+02	5.60E+02
c2666009-2665677	1.12E+03	1.10E+03	6.49E+02
c2666305-2666036	7.07E+02	1.19E+03	3.49E+02
c2666305-2666036	9.84E+02	1.11E+03	3.56E+02
c2666305-2666036	1.04E+03	1.19E+03	3.86E+02
